0,0,0,0,0,0,0,0,0,0,0,0,15625,31250,0,0,15625,15625,0,15625,0,1.13281e+07,1e+06,2.65625e+06,1.125e+06,109375,1.29375e+07,1.94688e+07,2.29688e+06,2.60938e+06,1.45312e+06
0,0,0,0,0,0,0,0,0,0,0,15625,0,31250,0,0,15625,15625,0,0,0,1.13438e+07,1e+06,2.67188e+06,1.04688e+06,125000,1.2875e+07,1.92812e+07,2.21875e+06,2.53125e+06,1.45312e+06
0,0,0,0,0,0,0,0,0,0,0,0,15625,31250,15625,0,15625,15625,0,0,0,1.12969e+07,984375,2.67188e+06,1.03125e+06,125000,1.28906e+07,1.92188e+07,2.21875e+06,2.5625e+06,1.4375e+06
0,0,0,0,0,0,0,0,0,0,0,15625,0,46875,0,0,0,15625,0,0,0,1.11094e+07,1.03125e+06,2.67188e+06,1.07812e+06,93750,1.28594e+07,1.92656e+07,2.23438e+06,2.51562e+06,1.45312e+06
0,0,0,0,0,0,0,0,0,0,0,15625,0,31250,0,0,15625,0,0,0,15625,1.12969e+07,968750,2.70312e+06,1.09375e+06,125000,1.28438e+07,1.94531e+07,2.23438e+06,2.54688e+06,1.46875e+06
0,0,0,0,0,0,0,0,0,0,0,0,15625,31250,0,0,15625,15625,0,0,0,1.12656e+07,1e+06,2.6875e+06,1.0625e+06,109375,1.29375e+07,1.94844e+07,2.25e+06,2.54688e+06,1.45312e+06
0,0,0,0,0,0,0,0,0,0,0,15625,0,31250,15625,0,15625,15625,0,0,0,1.13281e+07,1.01562e+06,2.60938e+06,1.0625e+06,109375,1.29844e+07,1.92656e+07,2.15625e+06,2.5625e+06,1.46875e+06
0,0,0,0,0,0,0,0,0,0,0,0,15625,31250,0,0,15625,0,15625,0,0,1.13281e+07,953125,2.64062e+06,1.04688e+06,125000,1.29375e+07,1.93438e+07,2.1875e+06,2.57812e+06,1.45312e+06
0,0,0,0,0,0,0,0,0,0,0,15625,0,31250,0,0,15625,15625,0,0,15625,1.125e+07,1e+06,2.64062e+06,1.0625e+06,109375,1.29062e+07,1.92656e+07,2.20312e+06,2.5625e+06,1.45312e+06
0,0,0,0,0,0,0,0,0,0,0,15625,0,31250,0,0,15625,0,15625,0,0,1.13594e+07,1e+06,2.625e+06,1.03125e+06,109375,1.29375e+07,1.94062e+07,2.21875e+06,2.53125e+06,1.42188e+06
